# 30-50%, Ds-meson R_AA
# two columns of R_AA encompass theoretical uncertainty from charm shadowing
#pT(GeV)     R_AA

0.1	1.15457	0.91707
0.3	1.26855	1.00771
0.5	1.35415	1.07636
0.7	1.42033	1.13853
0.9	1.48554	1.19213
1.1	1.52786	1.24049
1.3	1.57202	1.28696
1.5	1.58819	1.30377
1.7	1.57482	1.29657
1.9	1.52221	1.27065
2.1	1.46379	1.24001
2.3	1.37976	1.18702
2.5	1.29732	1.12142
2.7	1.21208	1.05509
2.9	1.11716	0.99174
3.1	1.03121	0.92227
3.3	0.9587	0.85462
3.5	0.88664	0.80317
3.7	0.81881	0.75201
3.9	0.76855	0.70703
4.1	0.72676	0.66576
4.3	0.67937	0.63282
4.5	0.63929	0.59941
4.7	0.61182	0.57366
4.9	0.58529	0.55404
5.1	0.56482	0.53439
5.3	0.54822	0.51691
5.5	0.53292	0.50062
5.7	0.52528	0.48999
5.9	0.51686	0.4872
6.1	0.51474	0.48305
6.3	0.50295	0.47729
6.5	0.50469	0.47851
6.7	0.50408	0.46715
6.9	0.49402	0.46912
7.1	0.49656	0.46998
7.3	0.50044	0.47742
7.5	0.50759	0.47069
7.7	0.50241	0.46624
7.9	0.5079	0.46943
8.1	0.51315	0.4741
8.3	0.5123	0.47637
8.5	0.52301	0.47765
8.7	0.51745	0.47613
8.9	0.51908	0.47958
9.1	0.51744	0.47758
9.3	0.533	0.48786
9.5	0.53226	0.4888
9.7	0.53178	0.49652
9.9	0.53642	0.48999
10.1	0.53867	0.49772
10.3	0.54498	0.50626
10.5	0.55326	0.50344
10.7	0.5618	0.51822
10.9	0.54184	0.51237
11.1	0.55976	0.51864
11.3	0.56746	0.52263
11.5	0.55232	0.53142
11.7	0.56095	0.51888
11.9	0.58187	0.54209
12.1	0.58693	0.55084
12.3	0.55951	0.53183
12.5	0.5842	0.55194
12.7	0.60896	0.53994
12.9	0.58668	0.55903
13.1	0.59772	0.53641
13.3	0.61454	0.53002
13.5	0.60861	0.5534
13.7	0.61215	0.56435
13.9	0.62459	0.56707
14.1	0.62086	0.55063
14.3	0.65932	0.55802
14.5	0.61699	0.60392
14.7	0.64591	0.56792
14.9	0.62682	0.58264
15.1	0.63123	0.56865
15.3	0.61972	0.6017
15.5	0.63993	0.61842
15.7	0.65247	0.58847
15.9	0.61877	0.57826
16.1	0.64008	0.57185
16.3	0.67341	0.59725
16.5	0.65249	0.63761
16.7	0.7014	0.65725
16.9	0.69526	0.60978
17.1	0.63067	0.57238
17.3	0.62836	0.55967
17.5	0.66351	0.59803
17.7	0.66892	0.57843
17.9	0.68273	0.6229
18.1	0.63445	0.60864
18.3	0.65477	0.53994
18.5	0.64182	0.62285
18.7	0.72842	0.63891
18.9	0.67799	0.63732
19.1	0.66324	0.60077
19.3	0.66039	0.62399
19.5	0.68027	0.61926
19.7	0.7591	0.63011
19.9	0.68571	0.63283
20.9	0.68571	0.63283
21.9	0.68571	0.63283
24.9	0.68571	0.63283
29.9	0.68571	0.63283
39.9	0.68571	0.63283
49.9	0.68571	0.63283
